waypoints
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53

waypoints
x, y
1073.06, 1171.1
1073.44, 1171.26
1073.82, 1171.42
1074.2, 1171.58
1074.53, 1171.72
1074.87, 1171.86
1075.2, 1172
1075.54, 1172.14
1075.88, 1172.28
1076.23, 1172.42
1076.58, 1172.57
1076.93, 1172.72
1077.29, 1172.87
1077.65, 1173.02
1078.02, 1173.17
1078.39, 1173.33
1078.77, 1173.49
1079.15, 1173.65
1079.54, 1173.81
1079.93, 1173.97
1080.32, 1174.14
1080.72, 1174.31
1081.13, 1174.47
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53

waypoints
x, y
1074.2, 1171.58
1074.53, 1171.72
1074.87, 1171.86
1075.2, 1172
1075.54, 1172.14
1075.88, 1172.28
1076.23, 1172.42
1076.58, 1172.57
1076.93, 1172.72
1077.29, 1172.87
1077.65, 1173.02
1078.02, 1173.17
1078.39, 1173.33
1078.77, 1173.49
1079.15, 1173.65
1079.54, 1173.81
1079.93, 1173.97
1080.32, 1174.14
1080.72, 1174.31
1081.13, 1174.47
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53

waypoints
x, y
1075.54, 1172.14
1075.88, 1172.28
1076.23, 1172.42
1076.58, 1172.57
1076.93, 1172.72
1077.29, 1172.87
1077.65, 1173.02
1078.02, 1173.17
1078.39, 1173.33
1078.77, 1173.49
1079.15, 1173.65
1079.54, 1173.81
1079.93, 1173.97
1080.32, 1174.14
1080.72, 1174.31
1081.13, 1174.47
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.34
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.25
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1076.93, 1172.72
1077.29, 1172.87
1077.65, 1173.02
1078.02, 1173.17
1078.39, 1173.33
1078.77, 1173.49
1079.15, 1173.65
1079.54, 1173.81
1079.93, 1173.97
1080.32, 1174.14
1080.72, 1174.31
1081.13, 1174.47
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1078.39, 1173.33
1078.77, 1173.49
1079.15, 1173.65
1079.54, 1173.81
1079.93, 1173.97
1080.32, 1174.14
1080.72, 1174.31
1081.13, 1174.47
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1079.93, 1173.97
1080.32, 1174.14
1080.72, 1174.31
1081.13, 1174.47
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1080.67, 1174.36
1081.11, 1174.47
1081.55, 1174.58
1081.99, 1174.68
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1082.43, 1174.8
1082.88, 1174.91
1083.32, 1175.02
1083.77, 1175.13
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1084.22, 1175.24
1084.68, 1175.35
1085.13, 1175.47
1085.58, 1175.58
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1086.03, 1175.69
1086.48, 1175.8
1086.93, 1175.91
1087.38, 1176.03
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1087.83, 1176.14
1088.27, 1176.25
1088.71, 1176.36
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1089.15, 1176.47
1089.59, 1176.58
1090.03, 1176.68
1090.46, 1176.79
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1090.89, 1176.9
1091.32, 1177.01
1091.74, 1177.11
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1092.17, 1177.22
1092.59, 1177.32
1093.01, 1177.43
1093.42, 1177.53
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29

waypoints
x, y
1093.78, 1177.62
1094.13, 1177.71
1094.49, 1177.8
1094.85, 1177.88
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29
1113.88, 1181.34
1114.31, 1181.4
1114.73, 1181.45
1115.16, 1181.51
1115.59, 1181.56
1116.02, 1181.62
1116.44, 1181.68
1116.87, 1181.73
1117.3, 1181.79
1117.72, 1181.84
1118.15, 1181.9
1118.58, 1181.95
1119.01, 1182.01
1119.43, 1182.06
1119.86, 1182.12
1120.29, 1182.17
1120.71, 1182.23
1121.14, 1182.29
1121.57, 1182.34
1121.99, 1182.4
1122.42, 1182.45
1122.85, 1182.51
1123.27, 1182.56
1123.7, 1182.62
1124.13, 1182.67
1124.56, 1182.73
1124.98, 1182.78
1125.41, 1182.84
1125.84, 1182.9
1126.26, 1182.95
1126.69, 1183.01
1127.12, 1183.06
1127.54, 1183.12
1127.65, 1183.14
1128.08, 1183.17
1128.51, 1183.2
1128.94, 1183.23
1129.37, 1183.27
1129.8, 1183.3
1130.23, 1183.33
1130.66, 1183.37
1131.09, 1183.4
1131.52, 1183.43
1131.95, 1183.46
1132.37, 1183.5
1132.8, 1183.53
1133.23, 1183.56
1133.66, 1183.59
1134.09, 1183.63

waypoints
x, y
1095.21, 1177.97
1095.58, 1178.07
1095.95, 1178.16
1096.32, 1178.25
1096.7, 1178.35
1097.08, 1178.44
1097.47, 1178.54
1097.86, 1178.63
1098.26, 1178.73
1098.66, 1178.83
1099.07, 1178.93
1099.48, 1179.04
1099.9, 1179.14
1100.32, 1179.24
1100.75, 1179.35
1101.18, 1179.46
1101.61, 1179.57
1102.05, 1179.67
1102.49, 1179.78
1102.93, 1179.89
1103.37, 1180.01
1103.15, 1179.95
1103.61, 1180.01
1104.07, 1180.07
1104.53, 1180.13
1104.99, 1180.19
1105.45, 1180.25
1105.91, 1180.31
1106.37, 1180.37
1106.83, 1180.43
1107.28, 1180.49
1107.74, 1180.55
1108.19, 1180.6
1108.64, 1180.66
1109.09, 1180.72
1109.54, 1180.78
1109.98, 1180.84
1110.42, 1180.89
1110.86, 1180.95
1111.3, 1181.01
1111.73, 1181.06
1112.16, 1181.12
1112.6, 1181.18
1113.02, 1181.23
1113.45, 1181.29
1113.88, 1181.34
1114.31, 1181.4
1114.73, 1181.45
1115.16, 1181.51
1115.59, 1181.56
1116.02, 1181.62
1116.44, 1181.67
1116.87, 1181.73
1117.3, 1181.79
1117.72, 1181.84
1118.15, 1181.9
1118.58, 1181.95
1119.01, 1182.01
1119.43, 1182.06
1119.86, 1182.12
1120.29, 1182.17
1120.71, 1182.23
1121.14, 1182.29
1121.57, 1182.34
1121.99, 1182.4
1122.42, 1182.45
1122.85, 1182.51
1123.28, 1182.56
1123.7, 1182.62
1124.13, 1182.67
1124.56, 1182.73
1124.98, 1182.78
1125.41, 1182.84
1125.84, 1182.89
1126.26, 1182.95
1126.69, 1183.01
1127.12, 1183.06
1127.54, 1183.12
1127.65, 1183.14
1128.08, 1183.17
1128.51, 1183.2
1128.94, 1183.23
1129.37, 1183.27
1129.8, 1183.3
1130.23, 1183.33
1130.66, 1183.37
1131.09, 1183.4
1131.52, 1183.43
1131.94, 1183.46
1132.38, 1183.49
1132.8, 1183.53
1133.23, 1183.56
1133.66, 1183.59
1134.09, 1183.63

waypoints
x, y
